DATE	ASS_ASSIGNMENT	prediction
2012-01-03 03:30:00.000	Gestion	0.0
2012-01-03 03:30:00.000	Domicile	0.0
2012-01-03 03:30:00.000	Crises	0.0
2012-01-03 03:30:00.000	CAT	0.0
2012-01-03 03:30:00.000	Japon	0.0
2012-01-03 04:00:00.000	Tech. Inter	0.0
2012-01-03 04:00:00.000	Tech. Axa	0.0
2012-01-03 04:00:00.000	Services	0.0
2012-01-03 04:00:00.000	SAP	0.0
2012-01-03 04:00:00.000	Regulation Medicale	0.0
2012-01-03 04:00:00.000	RENAULT	0.0
2012-01-03 04:00:00.000	Nuit	4.0
2012-01-03 04:00:00.000	Médical	0.0
2012-01-03 04:00:00.000	Téléphonie	1.0
2012-01-03 04:00:00.000	Gestion Renault	0.0
2012-01-03 04:00:00.000	Gestion Amex	0.0
2012-01-03 04:00:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 04:00:00.000	Gestion	0.0
2012-01-03 04:00:00.000	Domicile	0.0
2012-01-03 04:00:00.000	Crises	0.0
2012-01-03 04:00:00.000	CAT	0.0
2012-01-03 04:00:00.000	Japon	0.0
2012-01-03 04:30:00.000	Téléphonie	1.0
2012-01-03 04:30:00.000	Tech. Inter	0.0
2012-01-03 04:30:00.000	Tech. Axa	0.0
2012-01-03 04:30:00.000	Services	0.0
2012-01-03 04:30:00.000	SAP	0.0
2012-01-03 04:30:00.000	Regulation Medicale	0.0
2012-01-03 04:30:00.000	RENAULT	0.0
2012-01-03 04:30:00.000	Nuit	4.0
2012-01-03 04:30:00.000	Médical	0.0
2012-01-03 04:30:00.000	Gestion Renault	0.0
2012-01-03 04:30:00.000	Gestion Amex	0.0
2012-01-03 04:30:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 04:30:00.000	Gestion	0.0
2012-01-03 04:30:00.000	Domicile	0.0
2012-01-03 04:30:00.000	Crises	0.0
2012-01-03 04:30:00.000	CAT	0.0
2012-01-03 04:30:00.000	Japon	0.0
2012-01-03 05:00:00.000	Nuit	5.0
2012-01-03 05:00:00.000	Téléphonie	1.0
2012-01-03 05:00:00.000	Tech. Axa	0.0
2012-01-03 05:00:00.000	Services	0.0
2012-01-03 05:00:00.000	SAP	0.0
2012-01-03 05:00:00.000	Regulation Medicale	0.0
2012-01-03 05:00:00.000	RENAULT	0.0
2012-01-03 05:00:00.000	Médical	0.0
2012-01-03 05:00:00.000	Tech. Inter	0.0
2012-01-03 05:00:00.000	Gestion Renault	0.0
2012-01-03 05:00:00.000	Gestion Amex	0.0
2012-01-03 05:00:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 05:00:00.000	Gestion	0.0
2012-01-03 05:00:00.000	Domicile	0.0
2012-01-03 05:00:00.000	Crises	0.0
2012-01-03 05:00:00.000	Japon	0.0
2012-01-03 05:00:00.000	CAT	0.0
2012-01-03 05:30:00.000	Tech. Inter	0.0
2012-01-03 05:30:00.000	Tech. Axa	0.0
2012-01-03 05:30:00.000	Services	0.0
2012-01-03 05:30:00.000	SAP	0.0
2012-01-03 05:30:00.000	Regulation Medicale	0.0
2012-01-03 05:30:00.000	RENAULT	0.0
2012-01-03 05:30:00.000	Nuit	6.0
2012-01-03 05:30:00.000	Médical	0.0
2012-01-03 05:30:00.000	Téléphonie	1.0
2012-01-03 05:30:00.000	Gestion Renault	0.0
2012-01-03 05:30:00.000	Gestion Amex	0.0
2012-01-03 05:30:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 05:30:00.000	Gestion	0.0
2012-01-03 05:30:00.000	Domicile	0.0
2012-01-03 05:30:00.000	Crises	0.0
2012-01-03 05:30:00.000	CAT	0.0
2012-01-03 05:30:00.000	Japon	0.0
2012-01-03 06:00:00.000	Téléphonie	2.0
2012-01-03 06:00:00.000	Tech. Inter	0.0
2012-01-03 06:00:00.000	Tech. Axa	0.0
2012-01-03 06:00:00.000	Services	0.0
2012-01-03 06:00:00.000	SAP	0.0
2012-01-03 06:00:00.000	Regulation Medicale	0.0
2012-01-03 06:00:00.000	RENAULT	0.0
2012-01-03 06:00:00.000	Nuit	8.0
2012-01-03 06:00:00.000	Médical	1.0
2012-01-03 06:00:00.000	Gestion Renault	0.0
2012-01-03 06:00:00.000	Gestion Amex	0.0
2012-01-03 06:00:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 06:00:00.000	Gestion	0.0
2012-01-03 06:00:00.000	Domicile	0.0
2012-01-03 06:00:00.000	Crises	0.0
2012-01-03 06:00:00.000	CAT	0.0
2012-01-03 06:00:00.000	Japon	0.0
2012-01-03 06:30:00.000	RENAULT	0.0
2012-01-03 06:30:00.000	Téléphonie	3.0
2012-01-03 06:30:00.000	Tech. Inter	0.0
2012-01-03 06:30:00.000	Tech. Axa	0.0
2012-01-03 06:30:00.000	Services	0.0
2012-01-03 06:30:00.000	SAP	0.0
2012-01-03 06:30:00.000	Regulation Medicale	0.0
2012-01-03 06:30:00.000	Nuit	13.0
2012-01-03 06:30:00.000	Gestion	0.0
2012-01-03 06:30:00.000	Japon	1.0
2012-01-03 06:30:00.000	Gestion Renault	0.0
2012-01-03 06:30:00.000	Gestion Amex	0.0
2012-01-03 06:30:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 06:30:00.000	Domicile	0.0
2012-01-03 06:30:00.000	Crises	0.0
2012-01-03 06:30:00.000	CAT	0.0
2012-01-03 06:30:00.000	Médical	1.0
2012-01-03 07:00:00.000	Nuit	23.0
2012-01-03 07:00:00.000	RENAULT	0.0
2012-01-03 07:00:00.000	Regulation Medicale	0.0
2012-01-03 07:00:00.000	SAP	0.0
2012-01-03 07:00:00.000	Tech. Total	0.0
2012-01-03 07:00:00.000	Tech. Axa	0.0
2012-01-03 07:00:00.000	Tech. Inter	0.0
2012-01-03 07:00:00.000	Téléphonie	7.0
2012-01-03 07:00:00.000	Services	0.0
2012-01-03 07:00:00.000	Mécanicien	0.0
2012-01-03 07:00:00.000	Médical	3.0
2012-01-03 07:00:00.000	Japon	1.0
2012-01-03 07:00:00.000	Gestion Renault	0.0
2012-01-03 07:00:00.000	Gestion Relation Clienteles	0.0
2012-01-03 07:00:00.000	Gestion Amex	0.0
2012-01-03 07:00:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 07:00:00.000	Gestion	0.0
2012-01-03 07:00:00.000	Domicile	0.0
2012-01-03 07:00:00.000	Crises	0.0
2012-01-03 07:00:00.000	CAT	0.0
2012-01-03 07:00:00.000	Manager	0.0
2012-01-03 07:30:00.000	Médical	7.0
2012-01-03 07:30:00.000	Nuit	13.0
2012-01-03 07:30:00.000	RENAULT	8.0
2012-01-03 07:30:00.000	Téléphonie	12.0
2012-01-03 07:30:00.000	Tech. Total	2.0
2012-01-03 07:30:00.000	Services	1.0
2012-01-03 07:30:00.000	Tech. Axa	31.0
2012-01-03 07:30:00.000	Tech. Inter	1.0
2012-01-03 07:30:00.000	Mécanicien	0.0
2012-01-03 07:30:00.000	SAP	0.0
2012-01-03 07:30:00.000	Manager	0.0
2012-01-03 07:30:00.000	Regulation Medicale	0.0
2012-01-03 07:30:00.000	Gestion Renault	0.0
2012-01-03 07:30:00.000	CAT	0.0
2012-01-03 07:30:00.000	Crises	0.0
2012-01-03 07:30:00.000	Domicile	1.0
2012-01-03 07:30:00.000	Gestion	0.0
2012-01-03 07:30:00.000	Japon	1.0
2012-01-03 07:30:00.000	Gestion Amex	0.0
2012-01-03 07:30:00.000	Gestion Clients	0.0
2012-01-03 07:30:00.000	Gestion DZ	0.0
2012-01-03 07:30:00.000	Gestion Relation Clienteles	0.0
2012-01-03 07:30:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 08:00:00.000	Médical	8.0
2012-01-03 08:00:00.000	Nuit	0.0
2012-01-03 08:00:00.000	RENAULT	20.0
2012-01-03 08:00:00.000	RTC	0.0
2012-01-03 08:00:00.000	Regulation Medicale	0.0
2012-01-03 08:00:00.000	Services	5.0
2012-01-03 08:00:00.000	Tech. Axa	53.0
2012-01-03 08:00:00.000	Tech. Inter	4.0
2012-01-03 08:00:00.000	Mécanicien	1.0
2012-01-03 08:00:00.000	Téléphonie	26.0
2012-01-03 08:00:00.000	SAP	0.0
2012-01-03 08:00:00.000	Tech. Total	14.0
2012-01-03 08:00:00.000	Manager	0.0
2012-01-03 08:00:00.000	Gestion Renault	0.0
2012-01-03 08:00:00.000	Japon	1.0
2012-01-03 08:00:00.000	CAT	18.0
2012-01-03 08:00:00.000	CMS	0.0
2012-01-03 08:00:00.000	Domicile	3.0
2012-01-03 08:00:00.000	Gestion	0.0
2012-01-03 08:00:00.000	Crises	0.0
2012-01-03 08:00:00.000	Gestion Amex	0.0
2012-01-03 08:00:00.000	Gestion Clients	0.0
2012-01-03 08:00:00.000	Gestion DZ	0.0
2012-01-03 08:00:00.000	Gestion Relation Clienteles	0.0
2012-01-03 08:00:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 08:30:00.000	RTC	0.0
2012-01-03 08:30:00.000	Nuit	0.0
2012-01-03 08:30:00.000	Prestataires	0.0
2012-01-03 08:30:00.000	RENAULT	9.0
2012-01-03 08:30:00.000	Regulation Medicale	1.0
2012-01-03 08:30:00.000	Téléphonie	44.0
2012-01-03 08:30:00.000	Services	11.0
2012-01-03 08:30:00.000	Tech. Axa	82.0
2012-01-03 08:30:00.000	Tech. Inter	6.0
2012-01-03 08:30:00.000	Tech. Total	22.0
2012-01-03 08:30:00.000	SAP	0.0
2012-01-03 08:30:00.000	Mécanicien	1.0
2012-01-03 08:30:00.000	Médical	13.0
2012-01-03 08:30:00.000	Japon	1.0
2012-01-03 08:30:00.000	CAT	37.0
2012-01-03 08:30:00.000	CMS	0.0
2012-01-03 08:30:00.000	Crises	0.0
2012-01-03 08:30:00.000	Domicile	9.0
2012-01-03 08:30:00.000	Gestion	0.0
2012-01-03 08:30:00.000	Manager	0.0
2012-01-03 08:30:00.000	Gestion Amex	0.0
2012-01-03 08:30:00.000	Gestion Clients	0.0
2012-01-03 08:30:00.000	Gestion DZ	0.0
2012-01-03 08:30:00.000	Gestion Relation Clienteles	0.0
2012-01-03 08:30:00.000	Gestion Renault	0.0
2012-01-03 08:30:00.000	Gestion - Accueil Telephonique	0.0
2012-01-03 09:00:00.000	Médical	23.0
2012-01-03 09:00:00.000	Nuit	0.0
2012-01-03 09:00:00.000	Prestataires	0.0
2012-01-03 09:00:00.000	RENAULT	7.0
2012-01-03 09:00:00.000	RTC	4.0
2012-01-03 09:00:00.000	Services	21.0
2012-01-03 09:00:00.000	SAP	4.0
2012-01-03 09:00:00.000	Tech. Axa	133.0
2012-01-03 09:00:00.000	Tech. Inter	10.0
2012-01-03 09:00:00.000	Tech. Total	33.0
2012-01-03 09:00:00.000	Mécanicien	1.0
2012-01-03 09:00:00.000	Regulation Medicale	1.0
2012-01-03 09:00:00.000	Téléphonie	70.0
2012-01-03 09:00:00.000	Japon	2.0
2012-01-03 09:00:00.000	Gestion Renault	0.0
2012-01-03 09:00:00.000	Manager	0.0
2012-01-03 09:00:00.000	CAT	69.0
2012-01-03 09:00:00.000	CMS	0.0
2012-01-03 09:00:00.000	Crises	0.0
2012-01-03 09:00:00.000	Gestion	0.0
2012-01-03 09:00:00.000	Domicile	19.0
2012-01-03 09:00:00.000	Gestion Amex	0.0
2012-01-03 09:00:00.000	Gestion Assurances	1.0
2012-01-03 09:00:00.000	Gestion Clients	1.0
2012-01-03 09:00:00.000	Gestion DZ	0.0
2012-01-03 09:00:00.000	Gestion Relation Clienteles	0.0
2012-01-03 09:00:00.000	Gestion - Accueil Telephonique	12.0
2012-01-03 09:30:00.000	RTC	8.0
2012-01-03 09:30:00.000	Nuit	0.0
2012-01-03 09:30:00.000	Prestataires	0.0
2012-01-03 09:30:00.000	RENAULT	7.0
2012-01-03 09:30:00.000	Regulation Medicale	1.0
2012-01-03 09:30:00.000	Médical	30.0
2012-01-03 09:30:00.000	Tech. Axa	153.0
2012-01-03 09:30:00.000	Tech. Inter	14.0
2012-01-03 09:30:00.000	Tech. Total	39.0
2012-01-03 09:30:00.000	Téléphonie	80.0
2012-01-03 09:30:00.000	Services	29.0
2012-01-03 09:30:00.000	Mécanicien	1.0
2012-01-03 09:30:00.000	SAP	5.0
2012-01-03 09:30:00.000	Japon	2.0
2012-01-03 09:30:00.000	CMS	0.0
2012-01-03 09:30:00.000	Domicile	27.0
2012-01-03 09:30:00.000	Gestion	0.0
2012-01-03 09:30:00.000	Gestion - Accueil Telephonique	17.0
2012-01-03 09:30:00.000	Manager	0.0
2012-01-03 09:30:00.000	CAT	89.0
2012-01-03 09:30:00.000	Gestion Assurances	2.0
2012-01-03 09:30:00.000	Gestion Clients	1.0
2012-01-03 09:30:00.000	Gestion DZ	0.0
2012-01-03 09:30:00.000	Gestion Relation Clienteles	0.0
2012-01-03 09:30:00.000	Gestion Renault	0.0
2012-01-03 09:30:00.000	Gestion Amex	0.0
2012-01-03 10:00:00.000	Nuit	0.0
2012-01-03 10:00:00.000	Prestataires	0.0
2012-01-03 10:00:00.000	RENAULT	6.0
2012-01-03 10:00:00.000	RTC	9.0
2012-01-03 10:00:00.000	Regulation Medicale	1.0
2012-01-03 10:00:00.000	Tech. Axa	160.0
2012-01-03 10:00:00.000	Services	32.0
2012-01-03 10:00:00.000	Tech. Inter	16.0
2012-01-03 10:00:00.000	Tech. Total	41.0
2012-01-03 10:00:00.000	Médical	32.0
2012-01-03 10:00:00.000	SAP	5.0
2012-01-03 10:00:00.000	Mécanicien	2.0
2012-01-03 10:00:00.000	Téléphonie	86.0
2012-01-03 10:00:00.000	Japon	2.0
2012-01-03 10:00:00.000	CAT	99.0
2012-01-03 10:00:00.000	CMS	0.0
2012-01-03 10:00:00.000	Domicile	30.0
2012-01-03 10:00:00.000	Gestion	0.0
2012-01-03 10:00:00.000	Gestion - Accueil Telephonique	18.0
2012-01-03 10:00:00.000	Manager	0.0
2012-01-03 10:00:00.000	Gestion Assurances	2.0
2012-01-03 10:00:00.000	Gestion Clients	1.0
2012-01-03 10:00:00.000	Gestion DZ	0.0
2012-01-03 10:00:00.000	Gestion Relation Clienteles	1.0
2012-01-03 10:00:00.000	Gestion Renault	0.0
2012-01-03 10:00:00.000	Gestion Amex	0.0
2012-01-03 10:30:00.000	Médical	32.0
2012-01-03 10:30:00.000	Nuit	0.0
2012-01-03 10:30:00.000	Prestataires	0.0
2012-01-03 10:30:00.000	RENAULT	6.0
2012-01-03 10:30:00.000	RTC	9.0
2012-01-03 10:30:00.000	Services	33.0
2012-01-03 10:30:00.000	SAP	5.0
2012-01-03 10:30:00.000	Tech. Axa	158.0
2012-01-03 10:30:00.000	Tech. Inter	17.0
2012-01-03 10:30:00.000	Tech. Total	41.0
2012-01-03 10:30:00.000	Mécanicien	2.0
2012-01-03 10:30:00.000	Regulation Medicale	1.0
2012-01-03 10:30:00.000	Téléphonie	84.0
2012-01-03 10:30:00.000	Manager	0.0
2012-01-03 10:30:00.000	Gestion Renault	0.0
2012-01-03 10:30:00.000	Japon	2.0
2012-01-03 10:30:00.000	CAT	97.0
2012-01-03 10:30:00.000	CMS	0.0
2012-01-03 10:30:00.000	Gestion	0.0
2012-01-03 10:30:00.000	Gestion - Accueil Telephonique	19.0
2012-01-03 10:30:00.000	Domicile	31.0
2012-01-03 10:30:00.000	Gestion Assurances	3.0
2012-01-03 10:30:00.000	Gestion Clients	1.0
2012-01-03 10:30:00.000	Gestion DZ	0.0
2012-01-03 10:30:00.000	Gestion Relation Clienteles	1.0
2012-01-03 10:30:00.000	Gestion Amex	0.0
2012-01-03 11:00:00.000	RTC	10.0
2012-01-03 11:00:00.000	Nuit	0.0
2012-01-03 11:00:00.000	Prestataires	0.0
2012-01-03 11:00:00.000	RENAULT	6.0
2012-01-03 11:00:00.000	Regulation Medicale	2.0
2012-01-03 11:00:00.000	Médical	33.0
2012-01-03 11:00:00.000	Services	32.0
2012-01-03 11:00:00.000	Tech. Axa	150.0
2012-01-03 11:00:00.000	Tech. Inter	18.0
2012-01-03 11:00:00.000	Tech. Total	41.0
2012-01-03 11:00:00.000	SAP	5.0
2012-01-03 11:00:00.000	Mécanicien	2.0
2012-01-03 11:00:00.000	Téléphonie	82.0
2012-01-03 11:00:00.000	Japon	2.0
2012-01-03 11:00:00.000	CAT	96.0
2012-01-03 11:00:00.000	CMS	0.0
2012-01-03 11:00:00.000	Domicile	29.0
2012-01-03 11:00:00.000	Gestion	0.0
2012-01-03 11:00:00.000	Gestion - Accueil Telephonique	19.0
2012-01-03 11:00:00.000	Manager	0.0
2012-01-03 11:00:00.000	Gestion Assurances	3.0
2012-01-03 11:00:00.000	Gestion Clients	1.0
2012-01-03 11:00:00.000	Gestion DZ	0.0
2012-01-03 11:00:00.000	Gestion Relation Clienteles	1.0
2012-01-03 11:00:00.000	Gestion Renault	0.0
2012-01-03 11:00:00.000	Gestion Amex	0.0
2012-01-03 11:30:00.000	Nuit	0.0
2012-01-03 11:30:00.000	RENAULT	6.0
2012-01-03 11:30:00.000	RTC	9.0
2012-01-03 11:30:00.000	Regulation Medicale	1.0
2012-01-03 11:30:00.000	Tech. Axa	135.0
2012-01-03 11:30:00.000	Services	30.0
2012-01-03 11:30:00.000	Médical	32.0
2012-01-03 11:30:00.000	Tech. Inter	18.0
2012-01-03 11:30:00.000	Tech. Total	38.0
2012-01-03 11:30:00.000	Téléphonie	76.0
2012-01-03 11:30:00.000	SAP	6.0
2012-01-03 11:30:00.000	Mécanicien	1.0
2012-01-03 11:30:00.000	Prestataires	0.0
2012-01-03 11:30:00.000	Japon	2.0
2012-01-03 11:30:00.000	CAT	90.0
2012-01-03 11:30:00.000	CMS	0.0
2012-01-03 11:30:00.000	Domicile	27.0
2012-01-03 11:30:00.000	Gestion	0.0
2012-01-03 11:30:00.000	Gestion - Accueil Telephonique	17.0
2012-01-03 11:30:00.000	Manager	0.0
2012-01-03 11:30:00.000	Gestion Assurances	2.0
2012-01-03 11:30:00.000	Gestion Clients	1.0
2012-01-03 11:30:00.000	Gestion DZ	0.0
2012-01-03 11:30:00.000	Gestion Relation Clienteles	1.0
2012-01-03 11:30:00.000	Gestion Renault	0.0
2012-01-03 11:30:00.000	Gestion Amex	0.0
2012-01-03 12:00:00.000	Médical	26.0
2012-01-03 12:00:00.000	Nuit	0.0
2012-01-03 12:00:00.000	Prestataires	0.0
2012-01-03 12:00:00.000	RENAULT	4.0
2012-01-03 12:00:00.000	RTC	4.0
2012-01-03 12:00:00.000	Services	22.0
2012-01-03 12:00:00.000	SAP	3.0
2012-01-03 12:00:00.000	Tech. Axa	108.0
2012-01-03 12:00:00.000	Tech. Inter	16.0
2012-01-03 12:00:00.000	Tech. Total	31.0
2012-01-03 12:00:00.000	Mécanicien	1.0
2012-01-03 12:00:00.000	Regulation Medicale	1.0
2012-01-03 12:00:00.000	Téléphonie	58.0
2012-01-03 12:00:00.000	Manager	0.0
2012-01-03 12:00:00.000	Gestion Renault	0.0
2012-01-03 12:00:00.000	CAT	60.0
2012-01-03 12:00:00.000	CMS	0.0
2012-01-03 12:00:00.000	Domicile	15.0
2012-01-03 12:00:00.000	Gestion	0.0
2012-01-03 12:00:00.000	Gestion - Accueil Telephonique	8.0
2012-01-03 12:00:00.000	Japon	2.0
2012-01-03 12:00:00.000	Gestion Assurances	1.0
2012-01-03 12:00:00.000	Gestion Clients	0.0
2012-01-03 12:00:00.000	Gestion DZ	0.0
2012-01-03 12:00:00.000	Gestion Relation Clienteles	0.0
2012-01-03 12:00:00.000	Gestion Amex	0.0
2012-01-03 12:30:00.000	Médical	19.0
2012-01-03 12:30:00.000	Nuit	0.0
2012-01-03 12:30:00.000	Prestataires	0.0
2012-01-03 12:30:00.000	RENAULT	2.0
2012-01-03 12:30:00.000	RTC	2.0
2012-01-03 12:30:00.000	Services	15.0
2012-01-03 12:30:00.000	SAP	1.0
2012-01-03 12:30:00.000	Tech. Axa	72.0
2012-01-03 12:30:00.000	Tech. Inter	14.0
2012-01-03 12:30:00.000	Mécanicien	1.0
2012-01-03 12:30:00.000	Téléphonie	48.0
2012-01-03 12:30:00.000	Regulation Medicale	1.0
2012-01-03 12:30:00.000	Tech. Total	21.0
2012-01-03 12:30:00.000	Manager	0.0
2012-01-03 12:30:00.000	Gestion Renault	0.0
2012-01-03 12:30:00.000	Japon	2.0
2012-01-03 12:30:00.000	CAT	38.0
2012-01-03 12:30:00.000	CMS	0.0
2012-01-03 12:30:00.000	Gestion	0.0
2012-01-03 12:30:00.000	Gestion - Accueil Telephonique	4.0
2012-01-03 12:30:00.000	Domicile	9.0
2012-01-03 12:30:00.000	Gestion Assurances	1.0
2012-01-03 12:30:00.000	Gestion Clients	0.0
2012-01-03 12:30:00.000	Gestion DZ	0.0
2012-01-03 12:30:00.000	Gestion Relation Clienteles	0.0
2012-01-03 12:30:00.000	Gestion Amex	0.0
2012-01-03 13:00:00.000	RTC	2.0
2012-01-03 13:00:00.000	Nuit	0.0
2012-01-03 13:00:00.000	Prestataires	0.0
2012-01-03 13:00:00.000	RENAULT	2.0
